"","HomeTeam","AwayTeam","FTHG","FTAG","FTR","Season","Match_Date","Home_Win","Away_Win","Draw"
"5890","West Ham","Blackburn",4,1,"H","2008-09",2008-08-30,1,0,0
"5891","Aston Villa","Liverpool",0,0,"D","2008-09",2008-08-31,0,0,1
"5892","Chelsea","Tottenham",1,1,"D","2008-09",2008-08-31,0,0,1
"5893","Sunderland","Man City",0,3,"A","2008-09",2008-08-31,0,1,0
"5894","Blackburn","Arsenal",0,4,"A","2008-09",2008-09-13,0,1,0
"5895","Fulham","Bolton",2,1,"H","2008-09",2008-09-13,1,0,0
"5896","Liverpool","Man United",2,1,"H","2008-09",2008-09-13,1,0,0
"5897","Man City","Chelsea",1,3,"A","2008-09",2008-09-13,0,1,0
"5898","Newcastle","Hull",1,2,"A","2008-09",2008-09-13,0,1,0
"5899","Portsmouth","Middlesbrough",2,1,"H","2008-09",2008-09-13,1,0,0
"5900","West Brom","West Ham",3,2,"H","2008-09",2008-09-13,1,0,0
"5901","Wigan","Sunderland",1,1,"D","2008-09",2008-09-13,0,0,1
"5902","Stoke","Everton",2,3,"A","2008-09",2008-09-14,0,1,0
"5903","Tottenham","Aston Villa",1,2,"A","2008-09",2008-09-15,0,1,0
"5904","Blackburn","Fulham",1,0,"H","2008-09",2008-09-20,1,0,0
"5905","Bolton","Arsenal",1,3,"A","2008-09",2008-09-20,0,1,0
"5906","Liverpool","Stoke",0,0,"D","2008-09",2008-09-20,0,0,1
"5907","Sunderland","Middlesbrough",2,0,"H","2008-09",2008-09-20,1,0,0
"5908","West Ham","Newcastle",3,1,"H","2008-09",2008-09-20,1,0,0
"5909","Chelsea","Man United",1,1,"D","2008-09",2008-09-21,0,0,1
"5910","Hull","Everton",2,2,"D","2008-09",2008-09-21,0,0,1
"5911","Man City","Portsmouth",6,0,"H","2008-09",2008-09-21,1,0,0
"5912","Tottenham","Wigan",0,0,"D","2008-09",2008-09-21,0,0,1
"5913","West Brom","Aston Villa",1,2,"A","2008-09",2008-09-21,0,1,0
"5914","Arsenal","Hull",1,2,"A","2008-09",2008-09-27,0,1,0
"5915","Aston Villa","Sunderland",2,1,"H","2008-09",2008-09-27,1,0,0
"5916","Everton","Liverpool",0,2,"A","2008-09",2008-09-27,0,1,0
"5917","Fulham","West Ham",1,2,"A","2008-09",2008-09-27,0,1,0
"5918","Man United","Bolton",2,0,"H","2008-09",2008-09-27,1,0,0
"5919","Middlesbrough","West Brom",0,1,"A","2008-09",2008-09-27,0,1,0
"5920","Newcastle","Blackburn",1,2,"A","2008-09",2008-09-27,0,1,0
"5921","Stoke","Chelsea",0,2,"A","2008-09",2008-09-27,0,1,0
"5922","Portsmouth","Tottenham",2,0,"H","2008-09",2008-09-28,1,0,0
"5923","Wigan","Man City",2,1,"H","2008-09",2008-09-28,1,0,0
"5924","Blackburn","Man United",0,2,"A","2008-09",2008-10-04,0,1,0
"5925","Sunderland","Arsenal",1,1,"D","2008-09",2008-10-04,0,0,1
"5926","West Brom","Fulham",1,0,"H","2008-09",2008-10-04,1,0,0
"5927","Wigan","Middlesbrough",0,1,"A","2008-09",2008-10-04,0,1,0
"5928","Chelsea","Aston Villa",2,0,"H","2008-09",2008-10-05,1,0,0
"5929","Everton","Newcastle",2,2,"D","2008-09",2008-10-05,0,0,1
"5930","Man City","Liverpool",2,3,"A","2008-09",2008-10-05,0,1,0
"5931","Portsmouth","Stoke",2,1,"H","2008-09",2008-10-05,1,0,0
"5932","Tottenham","Hull",0,1,"A","2008-09",2008-10-05,0,1,0
"5933","West Ham","Bolton",1,3,"A","2008-09",2008-10-05,0,1,0
"5934","Arsenal","Everton",3,1,"H","2008-09",2008-10-18,1,0,0
"5935","Aston Villa","Portsmouth",0,0,"D","2008-09",2008-10-18,0,0,1
"5936","Bolton","Blackburn",0,0,"D","2008-09",2008-10-18,0,0,1
"5937","Fulham","Sunderland",0,0,"D","2008-09",2008-10-18,0,0,1
"5938","Liverpool","Wigan",3,2,"H","2008-09",2008-10-18,1,0,0
"5939","Man United","West Brom",4,0,"H","2008-09",2008-10-18,1,0,0
"5940","Middlesbrough","Chelsea",0,5,"A","2008-09",2008-10-18,0,1,0
"5941","Hull","West Ham",1,0,"H","2008-09",2008-10-19,1,0,0
"5942","Stoke","Tottenham",2,1,"H","2008-09",2008-10-19,1,0,0
"5943","Newcastle","Man City",2,2,"D","2008-09",2008-10-20,0,0,1
"5944","Blackburn","Middlesbrough",1,1,"D","2008-09",2008-10-25,0,0,1
"5945","Everton","Man United",1,1,"D","2008-09",2008-10-25,0,0,1
"5946","Sunderland","Newcastle",2,1,"H","2008-09",2008-10-25,1,0,0
"5947","West Brom","Hull",0,3,"A","2008-09",2008-10-25,0,1,0
"5948","Chelsea","Liverpool",0,1,"A","2008-09",2008-10-26,0,1,0
"5949","Man City","Stoke",3,0,"H","2008-09",2008-10-26,1,0,0
"5950","Portsmouth","Fulham",1,1,"D","2008-09",2008-10-26,0,0,1
"5951","Tottenham","Bolton",2,0,"H","2008-09",2008-10-26,1,0,0
"5952","West Ham","Arsenal",0,2,"A","2008-09",2008-10-26,0,1,0
"5953","Wigan","Aston Villa",0,4,"A","2008-09",2008-10-26,0,1,0
"5954","Newcastle","West Brom",2,1,"H","2008-09",2008-10-28,1,0,0
"5955","Arsenal","Tottenham",4,4,"D","2008-09",2008-10-29,0,0,1
"5956","Aston Villa","Blackburn",3,2,"H","2008-09",2008-10-29,1,0,0
"5957","Bolton","Everton",0,1,"A","2008-09",2008-10-29,0,1,0
"5958","Fulham","Wigan",2,0,"H","2008-09",2008-10-29,1,0,0
"5959","Hull","Chelsea",0,3,"A","2008-09",2008-10-29,0,1,0
"5960","Liverpool","Portsmouth",1,0,"H","2008-09",2008-10-29,1,0,0
"5961","Man United","West Ham",2,0,"H","2008-09",2008-10-29,1,0,0
"5962","Middlesbrough","Man City",2,0,"H","2008-09",2008-10-29,1,0,0
"5963","Stoke","Sunderland",1,0,"H","2008-09",2008-10-29,1,0,0
"5964","Chelsea","Sunderland",5,0,"H","2008-09",2008-11-01,1,0,0
"5965","Everton","Fulham",1,0,"H","2008-09",2008-11-01,1,0,0
"5966","Man United","Hull",4,3,"H","2008-09",2008-11-01,1,0,0
"5967","Middlesbrough","West Ham",1,1,"D","2008-09",2008-11-01,0,0,1
"5968","Portsmouth","Wigan",1,2,"A","2008-09",2008-11-01,0,1,0
"5969","Stoke","Arsenal",2,1,"H","2008-09",2008-11-01,1,0,0
"5970","Tottenham","Liverpool",2,1,"H","2008-09",2008-11-01,1,0,0
"5971","West Brom","Blackburn",2,2,"D","2008-09",2008-11-01,0,0,1
"5972","Bolton","Man City",2,0,"H","2008-09",2008-11-02,1,0,0
"5973","Newcastle","Aston Villa",2,0,"H","2008-09",2008-11-03,1,0,0
"5974","Arsenal","Man United",2,1,"H","2008-09",2008-11-08,1,0,0
"5975","Hull","Bolton",0,1,"A","2008-09",2008-11-08,0,1,0
"5976","Liverpool","West Brom",3,0,"H","2008-09",2008-11-08,1,0,0
"5977","Sunderland","Portsmouth",1,2,"A","2008-09",2008-11-08,0,1,0
"5978","West Ham","Everton",1,3,"A","2008-09",2008-11-08,0,1,0
"5979","Wigan","Stoke",0,0,"D","2008-09",2008-11-08,0,0,1
"5980","Aston Villa","Middlesbrough",1,2,"A","2008-09",2008-11-09,0,1,0
"5981","Blackburn","Chelsea",0,2,"A","2008-09",2008-11-09,0,1,0
"5982","Fulham","Newcastle",2,1,"H","2008-09",2008-11-09,1,0,0
"5983","Man City","Tottenham",1,2,"A","2008-09",2008-11-09,0,1,0
"5984","Arsenal","Aston Villa",0,2,"A","2008-09",2008-11-15,0,1,0
"5985","Blackburn","Sunderland",1,2,"A","2008-09",2008-11-15,0,1,0
"5986","Bolton","Liverpool",0,2,"A","2008-09",2008-11-15,0,1,0
"5987","Fulham","Tottenham",2,1,"H","2008-09",2008-11-15,1,0,0
"5988","Man United","Stoke",5,0,"H","2008-09",2008-11-15,1,0,0
"5989","Newcastle","Wigan",2,2,"D","2008-09",2008-11-15,0,0,1
"5990","West Brom","Chelsea",0,3,"A","2008-09",2008-11-15,0,1,0
"5991","West Ham","Portsmouth",0,0,"D","2008-09",2008-11-15,0,0,1
"5992","Everton","Middlesbrough",1,1,"D","2008-09",2008-11-16,0,0,1
"5993","Hull","Man City",2,2,"D","2008-09",2008-11-16,0,0,1
"5994","Aston Villa","Man United",0,0,"D","2008-09",2008-11-22,0,0,1
"5995","Chelsea","Newcastle",0,0,"D","2008-09",2008-11-22,0,0,1
"5996","Liverpool","Fulham",0,0,"D","2008-09",2008-11-22,0,0,1
"5997","Man City","Arsenal",3,0,"H","2008-09",2008-11-22,1,0,0
"5998","Middlesbrough","Bolton",1,3,"A","2008-09",2008-11-22,0,1,0
"5999","Portsmouth","Hull",2,2,"D","2008-09",2008-11-22,0,0,1
"6000","Stoke","West Brom",1,0,"H","2008-09",2008-11-22,1,0,0
"6001","Sunderland","West Ham",0,1,"A","2008-09",2008-11-23,0,1,0
"6002","Tottenham","Blackburn",1,0,"H","2008-09",2008-11-23,1,0,0
"6003","Wigan","Everton",1,0,"H","2008-09",2008-11-24,1,0,0
"6004","Aston Villa","Fulham",0,0,"D","2008-09",2008-11-29,0,0,1
"6005","Middlesbrough","Newcastle",0,0,"D","2008-09",2008-11-29,0,0,1
"6006","Stoke","Hull",1,1,"D","2008-09",2008-11-29,0,0,1
"6007","Sunderland","Bolton",1,4,"A","2008-09",2008-11-29,0,1,0
"6008","Wigan","West Brom",2,1,"H","2008-09",2008-11-29,1,0,0
"6009","Chelsea","Arsenal",1,2,"A","2008-09",2008-11-30,0,1,0
"6010","Man City","Man United",0,1,"A","2008-09",2008-11-30,0,1,0
"6011","Portsmouth","Blackburn",3,2,"H","2008-09",2008-11-30,1,0,0
"6012","Tottenham","Everton",0,1,"A","2008-09",2008-11-30,0,1,0
"6013","Liverpool","West Ham",0,0,"D","2008-09",2008-12-01,0,0,1
"6014","Arsenal","Wigan",1,0,"H","2008-09",2008-12-06,1,0,0
"6015","Blackburn","Liverpool",1,3,"A","2008-09",2008-12-06,0,1,0
"6016","Bolton","Chelsea",0,2,"A","2008-09",2008-12-06,0,1,0
"6017","Fulham","Man City",1,1,"D","2008-09",2008-12-06,0,0,1
"6018","Hull","Middlesbrough",2,1,"H","2008-09",2008-12-06,1,0,0
"6019","Man United","Sunderland",1,0,"H","2008-09",2008-12-06,1,0,0
"6020","Newcastle","Stoke",2,2,"D","2008-09",2008-12-06,0,0,1
"6021","Everton","Aston Villa",2,3,"A","2008-09",2008-12-07,0,1,0
"6022","West Brom","Portsmouth",1,1,"D","2008-09",2008-12-07,0,0,1
"6023","West Ham","Tottenham",0,2,"A","2008-09",2008-12-08,0,1,0
"6024","Aston Villa","Bolton",4,2,"H","2008-09",2008-12-13,1,0,0
"6025","Liverpool","Hull",2,2,"D","2008-09",2008-12-13,0,0,1
"6026","Man City","Everton",0,1,"A","2008-09",2008-12-13,0,1,0
"6027","Middlesbrough","Arsenal",1,1,"D","2008-09",2008-12-13,0,0,1
"6028","Stoke","Fulham",0,0,"D","2008-09",2008-12-13,0,0,1
"6029","Sunderland","West Brom",4,0,"H","2008-09",2008-12-13,1,0,0
"6030","Tottenham","Man United",0,0,"D","2008-09",2008-12-13,0,0,1
"6031","Wigan","Blackburn",3,0,"H","2008-09",2008-12-13,1,0,0
"6032","Chelsea","West Ham",1,1,"D","2008-09",2008-12-14,0,0,1
"6033","Portsmouth","Newcastle",0,3,"A","2008-09",2008-12-14,0,1,0
"6034","Blackburn","Stoke",3,0,"H","2008-09",2008-12-20,1,0,0
"6035","Bolton","Portsmouth",2,1,"H","2008-09",2008-12-20,1,0,0
"6036","Fulham","Middlesbrough",3,0,"H","2008-09",2008-12-20,1,0,0
"6037","Hull","Sunderland",1,4,"A","2008-09",2008-12-20,0,1,0
"6038","West Ham","Aston Villa",0,1,"A","2008-09",2008-12-20,0,1,0
"6039","Arsenal","Liverpool",1,1,"D","2008-09",2008-12-21,0,0,1
"6040","Newcastle","Tottenham",2,1,"H","2008-09",2008-12-21,1,0,0
"6041","West Brom","Man City",2,1,"H","2008-09",2008-12-21,1,0,0
"6042","Everton","Chelsea",0,0,"D","2008-09",2008-12-22,0,0,1
"6043","Aston Villa","Arsenal",2,2,"D","2008-09",2008-12-26,0,0,1
"6044","Chelsea","West Brom",2,0,"H","2008-09",2008-12-26,1,0,0
"6045","Liverpool","Bolton",3,0,"H","2008-09",2008-12-26,1,0,0
"6046","Man City","Hull",5,1,"H","2008-09",2008-12-26,1,0,0
"6047","Middlesbrough","Everton",0,1,"A","2008-09",2008-12-26,0,1,0
"6048","Portsmouth","West Ham",1,4,"A","2008-09",2008-12-26,0,1,0
"6049","Stoke","Man United",0,1,"A","2008-09",2008-12-26,0,1,0
"6050","Sunderland","Blackburn",0,0,"D","2008-09",2008-12-26,0,0,1
"6051","Tottenham","Fulham",0,0,"D","2008-09",2008-12-26,0,0,1
"6052","Wigan","Newcastle",2,1,"H","2008-09",2008-12-26,1,0,0
"6053","Arsenal","Portsmouth",1,0,"H","2008-09",2008-12-28,1,0,0
"6054","Blackburn","Man City",2,2,"D","2008-09",2008-12-28,0,0,1
"6055","Bolton","Wigan",0,1,"A","2008-09",2008-12-28,0,1,0
"6056","Everton","Sunderland",3,0,"H","2008-09",2008-12-28,1,0,0
"6057","Fulham","Chelsea",2,2,"D","2008-09",2008-12-28,0,0,1
"6058","Newcastle","Liverpool",1,5,"A","2008-09",2008-12-28,0,1,0
"6059","West Brom","Tottenham",2,0,"H","2008-09",2008-12-28,1,0,0
"6060","West Ham","Stoke",2,1,"H","2008-09",2008-12-28,1,0,0
"6061","Man United","Middlesbrough",1,0,"H","2008-09",2008-12-29,1,0,0
"6062","Hull","Aston Villa",0,1,"A","2008-09",2008-12-30,0,1,0
"6063","Arsenal","Bolton",1,0,"H","2008-09",2009-01-10,1,0,0
"6064","Aston Villa","West Brom",2,1,"H","2008-09",2009-01-10,1,0,0
"6065","Everton","Hull",2,0,"H","2008-09",2009-01-10,1,0,0
"6066","Middlesbrough","Sunderland",1,1,"D","2008-09",2009-01-10,0,0,1
"6067","Newcastle","West Ham",2,2,"D","2008-09",2009-01-10,0,0,1
"6068","Stoke","Liverpool",0,0,"D","2008-09",2009-01-10,0,0,1
"6069","Man United","Chelsea",3,0,"H","2008-09",2009-01-11,1,0,0
"6070","Wigan","Tottenham",1,0,"H","2008-09",2009-01-11,1,0,0
"6071","Man United","Wigan",1,0,"H","2008-09",2009-01-14,1,0,0
"6072","Blackburn","Newcastle",3,0,"H","2008-09",2009-01-17,1,0,0
"6073","Bolton","Man United",0,1,"A","2008-09",2009-01-17,0,1,0
"6074","Chelsea","Stoke",2,1,"H","2008-09",2009-01-17,1,0,0
"6075","Hull","Arsenal",1,3,"A","2008-09",2009-01-17,0,1,0
"6076","Man City","Wigan",1,0,"H","2008-09",2009-01-17,1,0,0
"6077","Sunderland","Aston Villa",1,2,"A","2008-09",2009-01-17,0,1,0
"6078","West Brom","Middlesbrough",3,0,"H","2008-09",2009-01-17,1,0,0
"6079","Tottenham","Portsmouth",1,1,"D","2008-09",2009-01-18,0,0,1
"6080","West Ham","Fulham",3,1,"H","2008-09",2009-01-18,1,0,0
"6081","Liverpool","Everton",1,1,"D","2008-09",2009-01-19,0,0,1
"6082","Portsmouth","Aston Villa",0,1,"A","2008-09",2009-01-27,0,1,0
"6083","Sunderland","Fulham",1,0,"H","2008-09",2009-01-27,1,0,0
"6084","Tottenham","Stoke",3,1,"H","2008-09",2009-01-27,1,0,0
"6085","West Brom","Man United",0,5,"A","2008-09",2009-01-27,0,1,0
"6086","Blackburn","Bolton",2,2,"D","2008-09",2009-01-28,0,0,1
"6087","Chelsea","Middlesbrough",2,0,"H","2008-09",2009-01-28,1,0,0
"6088","Everton","Arsenal",1,1,"D","2008-09",2009-01-28,0,0,1
"6089","Man City","Newcastle",2,1,"H","2008-09",2009-01-28,1,0,0
"6090","West Ham","Hull",2,0,"H","2008-09",2009-01-28,1,0,0
"6091","Wigan","Liverpool",1,1,"D","2008-09",2009-01-28,0,0,1
"6092","Arsenal","West Ham",0,0,"D","2008-09",2009-01-31,0,0,1
"6093","Aston Villa","Wigan",0,0,"D","2008-09",2009-01-31,0,0,1
"6094","Bolton","Tottenham",3,2,"H","2008-09",2009-01-31,1,0,0
"6095","Fulham","Portsmouth",3,1,"H","2008-09",2009-01-31,1,0,0
"6096","Hull","West Brom",2,2,"D","2008-09",2009-01-31,0,0,1
"6097","Man United","Everton",1,0,"H","2008-09",2009-01-31,1,0,0
"6098","Middlesbrough","Blackburn",0,0,"D","2008-09",2009-01-31,0,0,1
"6099","Stoke","Man City",1,0,"H","2008-09",2009-01-31,1,0,0
"6100","Liverpool","Chelsea",2,0,"H","2008-09",2009-02-01,1,0,0
"6101","Newcastle","Sunderland",1,1,"D","2008-09",2009-02-01,0,0,1
"6102","Blackburn","Aston Villa",0,2,"A","2008-09",2009-02-07,0,1,0
"6103","Chelsea","Hull",0,0,"D","2008-09",2009-02-07,0,0,1
"6104","Everton","Bolton",3,0,"H","2008-09",2009-02-07,1,0,0
"6105","Man City","Middlesbrough",1,0,"H","2008-09",2009-02-07,1,0,0
"6106","Portsmouth","Liverpool",2,3,"A","2008-09",2009-02-07,0,1,0
"6107","Sunderland","Stoke",2,0,"H","2008-09",2009-02-07,1,0,0
"6108","West Brom","Newcastle",2,3,"A","2008-09",2009-02-07,0,1,0
"6109","Wigan","Fulham",0,0,"D","2008-09",2009-02-07,0,0,1
"6110","Tottenham","Arsenal",0,0,"D","2008-09",2009-02-08,0,0,1
"6111","West Ham","Man United",0,1,"A","2008-09",2009-02-08,0,1,0
"6112","Portsmouth","Man City",2,0,"H","2008-09",2009-02-14,1,0,0
"6113","Man United","Fulham",3,0,"H","2008-09",2009-02-18,1,0,0
"6114","Arsenal","Sunderland",0,0,"D","2008-09",2009-02-21,0,0,1
"6115","Aston Villa","Chelsea",0,1,"A","2008-09",2009-02-21,0,1,0
"6116","Bolton","West Ham",2,1,"H","2008-09",2009-02-21,1,0,0
"6117","Man United","Blackburn",2,1,"H","2008-09",2009-02-21,1,0,0
"6118","Middlesbrough","Wigan",0,0,"D","2008-09",2009-02-21,0,0,1
"6119","Stoke","Portsmouth",2,2,"D","2008-09",2009-02-21,0,0,1
"6120","Fulham","West Brom",2,0,"H","2008-09",2009-02-22,1,0,0
"6121","Liverpool","Man City",1,1,"D","2008-09",2009-02-22,0,0,1
"6122","Newcastle","Everton",0,0,"D","2008-09",2009-02-22,0,0,1
"6123","Hull","Tottenham",1,2,"A","2008-09",2009-02-23,0,1,0
"6124","Arsenal","Fulham",0,0,"D","2008-09",2009-02-28,0,0,1
"6125","Chelsea","Wigan",2,1,"H","2008-09",2009-02-28,1,0,0
"6126","Everton","West Brom",2,0,"H","2008-09",2009-02-28,1,0,0
"6127","Middlesbrough","Liverpool",2,0,"H","2008-09",2009-02-28,1,0,0
"6128","Aston Villa","Stoke",2,2,"D","2008-09",2009-03-01,0,0,1
"6129","Bolton","Newcastle",1,0,"H","2008-09",2009-03-01,1,0,0
"6130","Hull","Blackburn",1,2,"A","2008-09",2009-03-01,0,1,0
"6131","West Ham","Man City",1,0,"H","2008-09",2009-03-01,1,0,0
"6132","Liverpool","Sunderland",2,0,"H","2008-09",2009-03-03,1,0,0
"6133","Portsmouth","Chelsea",0,1,"A","2008-09",2009-03-03,0,1,0
"6134","West Brom","Arsenal",1,3,"A","2008-09",2009-03-03,0,1,0
"6135","Blackburn","Everton",0,0,"D","2008-09",2009-03-04,0,0,1
"6136","Fulham","Hull",0,1,"A","2008-09",2009-03-04,0,1,0
"6137","Man City","Aston Villa",2,0,"H","2008-09",2009-03-04,1,0,0
"6138","Newcastle","Man United",1,2,"A","2008-09",2009-03-04,0,1,0
"6139","Stoke","Bolton",2,0,"H","2008-09",2009-03-04,1,0,0
"6140","Tottenham","Middlesbrough",4,0,"H","2008-09",2009-03-04,1,0,0
"6141","Wigan","West Ham",0,1,"A","2008-09",2009-03-04,0,1,0
"6142","Sunderland","Tottenham",1,1,"D","2008-09",2009-03-07,0,0,1
"6143","Fulham","Blackburn",1,2,"A","2008-09",2009-03-11,0,1,0
"6144","Arsenal","Blackburn",4,0,"H","2008-09",2009-03-14,1,0,0
"6145","Bolton","Fulham",1,3,"A","2008-09",2009-03-14,0,1,0
"6146","Everton","Stoke",3,1,"H","2008-09",2009-03-14,1,0,0
"6147","Hull","Newcastle",1,1,"D","2008-09",2009-03-14,0,0,1
"6148","Man United","Liverpool",1,4,"A","2008-09",2009-03-14,0,1,0
"6149","Middlesbrough","Portsmouth",1,1,"D","2008-09",2009-03-14,0,0,1
"6150","Sunderland","Wigan",1,2,"A","2008-09",2009-03-14,0,1,0
"6151","Aston Villa","Tottenham",1,2,"A","2008-09",2009-03-15,0,1,0
"6152","Chelsea","Man City",1,0,"H","2008-09",2009-03-15,1,0,0
"6153","West Ham","West Brom",0,0,"D","2008-09",2009-03-16,0,0,1
"6154","Blackburn","West Ham",1,1,"D","2008-09",2009-03-21,0,0,1
"6155","Fulham","Man United",2,0,"H","2008-09",2009-03-21,1,0,0
"6156","Newcastle","Arsenal",1,3,"A","2008-09",2009-03-21,0,1,0
"6157","Portsmouth","Everton",2,1,"H","2008-09",2009-03-21,1,0,0
"6158","Stoke","Middlesbrough",1,0,"H","2008-09",2009-03-21,1,0,0
"6159","Tottenham","Chelsea",1,0,"H","2008-09",2009-03-21,1,0,0
"6160","West Brom","Bolton",1,1,"D","2008-09",2009-03-21,0,0,1
"6161","Liverpool","Aston Villa",5,0,"H","2008-09",2009-03-22,1,0,0
"6162","Man City","Sunderland",1,0,"H","2008-09",2009-03-22,1,0,0
"6163","Wigan","Hull",1,0,"H","2008-09",2009-03-22,1,0,0
"6164","Arsenal","Man City",2,0,"H","2008-09",2009-04-04,1,0,0
"6165","Blackburn","Tottenham",2,1,"H","2008-09",2009-04-04,1,0,0
"6166","Bolton","Middlesbrough",4,1,"H","2008-09",2009-04-04,1,0,0
"6167","Fulham","Liverpool",0,1,"A","2008-09",2009-04-04,0,1,0
"6168","Hull","Portsmouth",0,0,"D","2008-09",2009-04-04,0,0,1
"6169","Newcastle","Chelsea",0,2,"A","2008-09",2009-04-04,0,1,0
"6170","West Brom","Stoke",0,2,"A","2008-09",2009-04-04,0,1,0
"6171","West Ham","Sunderland",2,0,"H","2008-09",2009-04-04,1,0,0
"6172","Everton","Wigan",4,0,"H","2008-09",2009-04-05,1,0,0
"6173","Man United","Aston Villa",3,2,"H","2008-09",2009-04-05,1,0,0
"6174","Chelsea","Bolton",4,3,"H","2008-09",2009-04-11,1,0,0
"6175","Liverpool","Blackburn",4,0,"H","2008-09",2009-04-11,1,0,0
"6176","Middlesbrough","Hull",3,1,"H","2008-09",2009-04-11,1,0,0
"6177","Portsmouth","West Brom",2,2,"D","2008-09",2009-04-11,0,0,1
"6178","Stoke","Newcastle",1,1,"D","2008-09",2009-04-11,0,0,1
"6179","Sunderland","Man United",1,2,"A","2008-09",2009-04-11,0,1,0
"6180","Tottenham","West Ham",1,0,"H","2008-09",2009-04-11,1,0,0
"6181","Wigan","Arsenal",1,4,"A","2008-09",2009-04-11,0,1,0
"6182","Aston Villa","Everton",3,3,"D","2008-09",2009-04-12,0,0,1
"6183","Man City","Fulham",1,3,"A","2008-09",2009-04-12,0,1,0
"6184","Aston Villa","West Ham",1,1,"D","2008-09",2009-04-18,0,0,1
"6185","Middlesbrough","Fulham",0,0,"D","2008-09",2009-04-18,0,0,1
"6186","Portsmouth","Bolton",1,0,"H","2008-09",2009-04-18,1,0,0
"6187","Stoke","Blackburn",1,0,"H","2008-09",2009-04-18,1,0,0
"6188","Sunderland","Hull",1,0,"H","2008-09",2009-04-18,1,0,0
"6189","Man City","West Brom",4,2,"H","2008-09",2009-04-19,1,0,0
"6190","Tottenham","Newcastle",1,0,"H","2008-09",2009-04-19,1,0,0
"6191","Liverpool","Arsenal",4,4,"D","2008-09",2009-04-21,0,0,1
"6192","Chelsea","Everton",0,0,"D","2008-09",2009-04-22,0,0,1
"6193","Man United","Portsmouth",2,0,"H","2008-09",2009-04-22,1,0,0
"6194","Bolton","Aston Villa",1,1,"D","2008-09",2009-04-25,0,0,1
"6195","Everton","Man City",1,2,"A","2008-09",2009-04-25,0,1,0
"6196","Fulham","Stoke",1,0,"H","2008-09",2009-04-25,1,0,0
"6197","Hull","Liverpool",1,3,"A","2008-09",2009-04-25,0,1,0
"6198","Man United","Tottenham",5,2,"H","2008-09",2009-04-25,1,0,0
"6199","West Brom","Sunderland",3,0,"H","2008-09",2009-04-25,1,0,0
"6200","West Ham","Chelsea",0,1,"A","2008-09",2009-04-25,0,1,0
"6201","Arsenal","Middlesbrough",2,0,"H","2008-09",2009-04-26,1,0,0
"6202","Blackburn","Wigan",2,0,"H","2008-09",2009-04-26,1,0,0
"6203","Newcastle","Portsmouth",0,0,"D","2008-09",2009-04-27,0,0,1
"6204","Chelsea","Fulham",3,1,"H","2008-09",2009-05-02,1,0,0
"6205","Man City","Blackburn",3,1,"H","2008-09",2009-05-02,1,0,0
"6206","Middlesbrough","Man United",0,2,"A","2008-09",2009-05-02,0,1,0
"6207","Portsmouth","Arsenal",0,3,"A","2008-09",2009-05-02,0,1,0
"6208","Stoke","West Ham",0,1,"A","2008-09",2009-05-02,0,1,0
"6209","Tottenham","West Brom",1,0,"H","2008-09",2009-05-02,1,0,0
"6210","Wigan","Bolton",0,0,"D","2008-09",2009-05-02,0,0,1
"6211","Liverpool","Newcastle",3,0,"H","2008-09",2009-05-03,1,0,0
"6212","Sunderland","Everton",0,2,"A","2008-09",2009-05-03,0,1,0
"6213","Aston Villa","Hull",1,0,"H","2008-09",2009-05-04,1,0,0
"6214","Blackburn","Portsmouth",2,0,"H","2008-09",2009-05-09,1,0,0
"6215","Bolton","Sunderland",0,0,"D","2008-09",2009-05-09,0,0,1
"6216","Everton","Tottenham",0,0,"D","2008-09",2009-05-09,0,0,1
"6217","Fulham","Aston Villa",3,1,"H","2008-09",2009-05-09,1,0,0
"6218","Hull","Stoke",1,2,"A","2008-09",2009-05-09,0,1,0
"6219","West Brom","Wigan",3,1,"H","2008-09",2009-05-09,1,0,0
"6220","West Ham","Liverpool",0,3,"A","2008-09",2009-05-09,0,1,0
"6221","Arsenal","Chelsea",1,4,"A","2008-09",2009-05-10,0,1,0
"6222","Man United","Man City",2,0,"H","2008-09",2009-05-10,1,0,0
"6223","Newcastle","Middlesbrough",3,1,"H","2008-09",2009-05-11,1,0,0
"6224","Wigan","Man United",1,2,"A","2008-09",2009-05-13,0,1,0
"6225","Bolton","Hull",1,1,"D","2008-09",2009-05-16,0,0,1
"6226","Everton","West Ham",3,1,"H","2008-09",2009-05-16,1,0,0
"6227","Man United","Arsenal",0,0,"D","2008-09",2009-05-16,0,0,1
"6228","Middlesbrough","Aston Villa",1,1,"D","2008-09",2009-05-16,0,0,1
"6229","Newcastle","Fulham",0,1,"A","2008-09",2009-05-16,0,1,0
"6230","Stoke","Wigan",2,0,"H","2008-09",2009-05-16,1,0,0
"6231","Tottenham","Man City",2,1,"H","2008-09",2009-05-16,1,0,0
"6232","Chelsea","Blackburn",2,0,"H","2008-09",2009-05-17,1,0,0
"6233","West Brom","Liverpool",0,2,"A","2008-09",2009-05-17,0,1,0
"6234","Portsmouth","Sunderland",3,1,"H","2008-09",2009-05-18,1,0,0
"6235","Arsenal","Stoke",4,1,"H","2008-09",2009-05-24,1,0,0
"6236","Aston Villa","Newcastle",1,0,"H","2008-09",2009-05-24,1,0,0
"6237","Blackburn","West Brom",0,0,"D","2008-09",2009-05-24,0,0,1
